user_id	epoch_0	epoch_1	epoch_2	epoch_3	epoch_4	epoch_5	epoch_6	epoch_7	epoch_8	epoch_9	epoch_10	epoch_11	epoch_12	epoch_13	epoch_14	epoch_15	epoch_16	epoch_17	epoch_18	epoch_19	epoch_20	epoch_21	epoch_22	epoch_23	epoch_24	epoch_25	epoch_26	epoch_27	epoch_28	epoch_29
16	23989	23989	23989	23989	10788	23989	23989	23989	6856	23989	20706	10788	15246	6856	23989	6856	23989	2590	15246	23989	20706	23989	6856	23989	10788	23989	2590	23989	22161	6856
17	26300	16470	16470	16470	26300	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	21473	26300	16470	5603	26300	16470	26300	26300	26300	26300	26300	26300	16470	26300	16470
18	14040	14040	7628	14040	14040	7628	5855	5855	5855	14040	7628	7628	14040	7628	14040	6682	2398	5855	5855	6682	7628	5855	14040	14040	12574	5855	14040	14040	14418	5855
19	14040	14040	14040	14040	14040	14040	14040	14040	14040	14040	9422	14040	14040	20911	14040	14040	18994	14040	14040	18994	20911	20911	14040	14040	14040	14040	14040	14040	14040	14040
20	26308	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081	21982	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081	8081
21	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	18481	6255	14349	8165	18481	18481	18481	18481	18481	18481	18481	18481	18481
22	15650	15650	15650	15650	21501	18275	18275	21501	18275	18275	18275	15650	18275	18275	18275	18275	18275	18275	15650	15650	15650	18275	18275	8946	18275	18275	18275	18275	15650	15650
23	24639	24639	24639	24639	24639	7997	24639	1616	24639	1616	7997	7997	24639	24639	24639	24639	24639	24639	24639	24639	24639	24639	24639	7997	24639	7997	24639	1616	24639	24639
24	14708	8081	8081	8081	8081	8081	8081	8081	14708	9415	14708	14708	8081	14708	8081	8081	8081	14708	8081	8081	8081	8081	8081	14708	14708	14708	8081	8081	8081	14708
25	26981	24557	26981	26981	26981	26981	26981	26981	26981	24557	26981	26981	26981	9142	902	26981	26981	26981	26981	26981	26981	26981	26981	26981	26981	24557	26981	26981	26981	26981
26	20357	20357	20357	20357	20357	20357	20357	24164	20357	24164	24164	4710	20357	20357	24164	24250	20357	24164	24164	24164	24164	24164	24164	20357	24164	24164	24164	20357	24164	4710
27	16465	16465	16465	16465	16465	24801	24801	24801	24801	16465	16465	16465	16465	16465	16465	24801	24801	16465	16465	16465	16465	24801	16465	16465	16465	16465	24801	16465	16465	16465
28	2188	16189	25032	25329	16189	25329	25329	16189	16189	16189	16674	16189	16189	16189	25032	25032	25032	16189	25032	25032	25032	25032	16189	25032	25329	25032	25329	16189	25329	25329
29	3155	926	3155	13519	926	13519	13519	3155	13519	3155	3155	3155	3155	13519	13519	13519	4293	13519	13519	3155	455	3155	3155	3155	3155	3155	455	926	3155	3155
30	12574	12574	12574	12574	12574	12574	12574	17751	17751	12574	12574	12574	12574	24603	12574	12574	2892	2892	12574	12574	17751	12574	12574	12574	12574	12574	17751	17751	12574	17751
31	5855	5855	5855	5855	5855	5855	5855	24716	5855	5855	5855	24716	5855	19776	19776	5855	4855	5855	5855	5855	5855	5855	19776	5855	5855	5855	5855	5855	19776	5855
32	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650
33	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	8893	15326	8893	8893	8893	8893	15326	8893	8893	8893	8893	8893	23073	23073	8893	8893	11958
34	2161	20706	14162	14162	14162	14162	8350	8350	8350	14162	14162	14162	2161	14162	8350	8350	25867	8350	8350	8350	21873	14162	3972	20706	14349	20706	20706	20706	20706	14162
35	3311	14149	14149	14149	3311	14149	14149	3311	14149	14149	16440	14149	14149	14149	14149	16440	14149	14149	14149	14149	16440	14149	3311	16440	3311	3311	14149	14149	14149	14149
36	3232	3232	3232	3232	26705	26705	3232	19885	19885	3232	3232	19885	19885	14716	3232	26705	3232	16223	16223	3232	3232	3232	3232	3232	3232	26705	26705	3232	3232	3232
37	9708	9708	9708	9708	9708	9708	9708	9708	9708	18727	9565	9708	20248	9708	9708	9708	18727	9708	9708	9708	13366	9565	9708	9708	9708	9708	9708	9708	18727	9708
38	20314	20314	20314	20314	20314	20314	20314	20314	20314	20314	20314	20314	20314	23997	23926	23926	23926	20314	20314	20314	23076	20314	20314	20314	20314	20314	20314	20314	3465	20314
39	7173	7173	19452	19452	19452	19452	19452	7173	7173	7173	7173	7173	7173	7173	7173	19452	5833	7173	7173	7173	19452	19452	7173	7173	19452	7173	19452	22041	7173	7173
40	26824	26824	26824	26824	26824	26824	26824	26824	26824	26824	26824	26824	26824	689	26824	26824	689	26824	26824	26824	26824	26824	26824	26824	26824	26824	26824	26824	26824	26824
41	23118	23118	23118	23118	23118	20364	20314	23118	23118	23118	23118	23118	23118	23118	20314	23118	20364	7189	20314	20042	23118	23118	23118	20314	23118	23118	20314	20314	23118	23118
42	993	993	993	1014	993	993	993	993	993	993	993	1014	1014	993	993	1014	1014	1014	993	993	993	993	993	6764	993	1014	993	993	993	993
43	926	926	926	926	926	926	926	8463	8463	926	8463	926	8463	21767	926	926	926	21767	21767	926	926	926	926	21767	8463	21767	926	926	926	926
44	18052	18052	18052	18052	18052	26208	26208	18052	18052	18052	18052	18052	18052	18052	18052	26208	18052	18052	18052	26208	18052	26208	18052	26208	26208	18052	18052	18052	26208	18052
45	12574	12574	12574	12574	12574	12574	12574	12574	12574	12574	12574	12574	12574	25939	12574	12574	13407	25939	12574	12574	12574	12574	12574	12574	12574	26509	12574	12574	12574	12574
46	545	545	545	12035	545	16270	16270	12035	12035	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	545	12035	545	545	16270	12035
47	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	13019	16092	16092	16092	2398	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092
48	25612	25612	11851	11851	25612	25612	25612	26111	25612	25612	11851	11851	25612	16809	25612	25612	25612	11851	3710	11851	3710	11851	25612	25612	25612	9489	3710	11851	3710	25612
49	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516	23516
50	25282	25282	1014	25282	25282	25282	25282	25282	25282	1014	25282	25282	1014	1014	25282	25282	1014	1014	25282	25282	1014	25282	25282	25282	25282	25282	1014	25282	1014	1014
51	3232	18481	18481	18481	18481	14746	3232	3232	3232	14746	3232	3232	18481	14746	3232	18481	27398	18481	18481	3232	18481	14746	3232	14746	14746	18481	18481	14746	21282	3232
52	9708	9708	9708	9708	9708	9708	9708	9708	9708	9708	9708	9708	9708	3972	9708	9708	9708	9708	9708	24349	9708	9708	9708	9708	24349	9708	3972	13574	9708	9708
53	26486	26486	26486	1231	1231	26486	1231	26486	1231	26486	26486	20511	20511	26486	26486	26486	26486	26486	26486	1231	26486	1231	26486	17476	26486	1231	26486	26486	26486	1231
54	20364	20364	20364	25915	20767	20364	20364	20364	20364	25915	25915	20364	20364	18568	25915	20364	20364	20364	20364	25915	25915	20364	20364	20364	18568	20364	20364	20364	4098	4098
55	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8018	8452	8452	8452	8452	8452	8452
56	2161	22918	22918	22918	22918	22918	2161	22918	2161	2161	2161	22918	27048	22918	2161	2161	2161	2161	27048	2161	2161	2161	22918	2161	2161	22918	27048	27048	27048	27048
57	11930	9275	9275	9275	11930	14724	11930	9725	11930	11930	137	137	9725	9275	14724	9275	137	14724	9275	137	3894	14724	9275	14724	9275	9275	137	11930	3894	9275
58	4101	20314	20314	20314	4101	20314	20314	4101	4101	10655	10655	20314	20314	20314	20314	20314	20314	4101	4101	20314	20314	20314	10655	10655	10655	20314	20314	20314	20314	4101
59	21025	21025	9947	21025	21025	21025	21025	9947	21025	21025	9947	21025	9947	24801	21025	24801	21025	9947	9947	9947	21025	9947	21025	21025	9947	21025	21025	9947	9947	21025
60	23266	23266	23266	23266	23266	23266	23266	23266	23266	23266	11199	23266	23266	11199	23266	23266	23266	23266	23266	4561	18717	23266	23266	23266	23266	23266	23266	23266	23266	23266
61	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	6577	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851	11851
62	20357	20357	20357	20357	20357	20357	20357	137	20357	137	137	20357	20357	23801	137	137	20357	20357	20357	20357	20357	20357	20357	20357	20357	20357	20357	20357	20357	20357
63	26300	26300	26300	26300	17751	17751	26300	17751	17751	26300	26300	17751	26300	26300	26300	26300	26300	26300	17751	17751	26300	26300	26300	26300	26300	26300	26300	26300	17751	17751
64	10802	4000	4000	4000	4000	4000	10802	4000	10802	4000	4000	21239	10802	4000	4000	4000	21239	4000	4000	10802	21239	10802	10802	4000	4000	10802	4000	4000	4000	10802
65	8946	10655	8946	10655	10655	8946	8946	8946	10655	10655	8946	8946	8946	20049	10655	10655	8946	8946	8946	10655	8946	8946	8946	8946	8946	8946	8946	8946	8946	10655
66	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	18550	4566	9068	18550	18550	18550	9068	18550	18550	18550	18550
67	23118	23118	23118	23118	5206	23118	5206	23118	23118	23118	23118	5206	23118	23118	23118	23118	5206	23118	23118	23118	23118	23118	23118	23118	23118	5206	23118	23118	4293	23118
68	24603	19865	19865	455	19865	19865	19865	19865	19865	19865	455	455	24603	24603	19865	4561	194	19865	19865	19865	19865	4561	455	24603	455	19865	19865	24603	19865	24603
69	23092	8224	8224	12712	23092	23092	23092	23092	23092	8224	8224	8224	23092	12712	23092	8224	8224	8224	23092	23092	23092	23092	23092	23092	23092	23092	23092	8224	13972	23092
70	9479	23294	23294	25915	24801	23294	25915	25915	9479	9479	9479	24801	25915	24801	25915	24801	24801	24801	23294	24801	9479	9479	9479	25915	23294	25915	23294	23294	17400	23294
71	24616	24616	24616	24616	25406	24616	3552	3552	25406	2649	3552	25406	25406	3552	3552	16809	12692	24616	24616	24455	16809	24455	24455	24455	25406	24616	25406	25406	5401	3552
72	8946	12143	8946	8946	137	8946	137	8946	137	17198	137	137	137	8946	8946	137	137	12143	8946	8946	8946	8946	8946	8946	137	8946	137	12143	8946	137
73	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	23294	20860	23294	23294	23294	23294	23294	23294	23294
74	14162	14162	14162	14162	14162	14162	14162	14162	14162	14162	14162	6412	24455	24455	14162	14162	14162	14162	14162	14162	21873	24455	24455	24455	24455	14162	24455	14162	14162	24455
75	20130	314	14119	20130	314	20130	20130	20130	2605	14119	20130	20130	20130	20130	20130	20130	14119	14119	14119	20130	14119	20130	14119	20130	1288	20130	314	20130	14119	14119
76	8886	8886	8886	8886	8886	3552	8886	8886	7453	7453	3552	7453	3552	3552	7453	3552	8886	8886	7453	8886	7453	8886	3552	8886	8886	8886	3552	7453	5818	4797
77	5384	12143	12143	12143	12143	12143	5384	5384	5384	12143	9051	5384	12143	5384	12143	12143	12143	12143	12143	12143	25488	12143	12143	25488	25488	12143	12143	5384	5384	5384
78	25210	23989	25210	25210	25210	25210	23989	23989	25210	25210	23989	25210	25210	25210	25210	25210	1818	23989	23989	1818	27590	25210	25210	23989	23989	23989	25210	1818	23989	23989
79	6682	6682	6682	7453	7453	7453	7453	6682	121	6682	6682	20293	6682	7453	6682	121	7453	6682	6682	6682	13366	6682	6682	20293	20293	6682	6682	121	6682	7189
80	21276	21276	21276	21276	21276	21276	21276	21276	21276	21276	21276	21276	21276	18550	21276	21276	21276	21276	21276	21276	21276	5841	18550	21276	18550	5841	18550	18550	21276	21276
81	10218	10218	10218	10218	10218	9620	10218	10218	10218	10218	10218	10218	10218	10218	10218	10218	9620	10218	10218	9620	9620	9620	10218	10218	9620	10218	9620	10218	9620	10218
82	15662	23455	23455	13042	13042	13479	23455	13479	13479	13479	13479	13042	13479	23455	13479	23455	13479	23455	13479	13479	13479	23455	23455	23455	23455	23455	23455	23455	13479	23455
83	21276	21276	21276	21276	21276	22284	21276	21276	21276	21276	21276	21276	21276	3461	21276	21276	18087	21276	21276	21276	21276	21276	21276	21276	21276	21276	21276	21276	21276	21276
84	15650	15650	25239	25239	25239	25239	15650	15650	15650	25239	25239	15650	15650	25239	25239	15650	15650	15650	25239	15650	11924	25239	25239	11924	25239	25239	25239	15650	15650	25239
85	6682	6682	15314	15314	15314	15314	6682	15314	15314	15314	6682	6682	6682	6682	6682	6682	15314	15314	15314	6682	15314	15314	15314	15314	15314	15314	15314	15314	15314	15314
86	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	20945	26509	16092	16092	14418	16092	20945	14418	16092	16092	16092	16092	16092	16092	16092	14418	7189
87	23266	20357	20357	23266	20357	23266	18171	23266	18171	25453	23266	20357	23266	20357	23266	23266	23266	23266	23266	23266	20357	20357	23266	23266	23266	20357	23266	20357	23266	20357
88	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092
89	10802	10802	8946	10802	10802	10802	10802	8946	8946	10802	8946	8946	8946	10802	8946	10802	8946	10802	10802	10802	19757	10802	8946	8946	8946	8946	8946	8946	8946	10802
90	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	2398	2398	16092	16092	16092	16092	2398	16092	16092	2398	13019	16092	16092	16092	16092	16092	16092	13019	13019	16092
91	10186	12574	12574	12574	12574	10186	12574	12574	12574	12574	3460	12574	12574	10186	12574	12574	12574	12574	12574	10186	12574	12574	10186	12574	4767	4767	12574	12574	12574	12574
92	926	8596	9167	8596	926	17656	17656	12911	17656	926	17656	926	2398	6598	20823	9167	2398	25453	2398	17656	25032	4945	17656	21767	926	12911	6598	926	926	2398
93	10802	9275	9275	9275	9275	2315	9275	9275	2315	2315	2315	9275	9275	9275	2315	9275	2315	9275	9275	2315	9275	10802	9275	9275	5214	9275	9275	9275	9275	9275
94	21276	8893	21276	21276	8893	21276	8893	8893	21276	8893	21276	21276	21276	21276	21276	21276	21276	8893	8893	21276	21276	21276	8893	8893	8893	21276	21276	21276	8893	8893
95	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213	17213
96	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470	24422	24422	16470	16470	16470	16470	16470	24422	24422	16470	16470
97	5032	5032	5032	5032	8048	8048	5032	5032	5032	5032	5032	5032	8048	23055	10707	5032	5032	5032	5032	5032	5032	5032	8048	8048	5032	8048	8048	5032	5032	8048
98	16092	16092	16092	16092	3552	16092	7628	16092	7628	16092	16092	16092	5206	15633	16092	16092	5206	5855	5206	5206	16092	16092	16092	16092	16092	16092	455	16092	16092	16092
99	8596	8596	8596	8596	8596	8596	8596	8596	8596	6598	8596	6598	8596	8596	6598	6598	6598	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	6598
100	23299	23299	23299	23299	23299	15314	23299	23299	15314	15314	23299	23299	23299	23299	20823	23299	15314	15314	15314	15314	23299	23299	15314	15314	15314	23299	15314	15314	15314	15314
101	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	121	121	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	24164	1846	24164
102	8886	8886	8886	25239	4945	8886	18994	8886	8886	8886	8886	18994	8886	16587	25239	25239	18994	25239	8886	25239	25239	8886	8886	18994	8886	8886	8886	4945	18994	25239
103	25810	2155	23462	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275	25810	2155	18275	18275	18275	20818	18275	18275	18275	18275	18275	18275	18275	18275	18275	18275
104	24603	19865	19865	19865	19865	19865	19865	19865	19865	19865	19865	19865	24603	19658	19865	12590	24603	19865	24603	12590	12590	19865	12590	19865	24603	12590	19865	19865	24603	19865
105	13673	13673	13673	13673	13673	13673	13673	13673	13673	13673	13673	13673	13673	13673	5478	5478	5478	13673	13673	5478	13673	13673	13673	13673	13673	13673	13673	13673	13673	13673
106	16470	16470	16470	16470	16470	16470	16470	24784	16470	16470	16470	24784	16470	16470	16470	24784	24784	24784	24784	24784	16470	16470	16470	16470	16470	16470	16470	16470	16470	16470
107	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092	7173	16092	16092	16092	16092	16092	398	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092
108	6682	6598	6598	6682	6598	6598	6598	6598	6598	6598	6682	6598	6598	6598	6598	6598	12602	6598	6598	6682	6682	6598	12602	6682	6682	6682	6682	5214	5214	6682
109	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	20823	12747	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	13019	20823	13019
110	4481	4481	25329	25329	4481	4481	4481	4481	4481	4481	25329	4481	4481	4559	25329	4481	4481	4481	4481	4481	4481	4481	4481	4481	25329	4481	4481	4481	4481	4481
111	13019	13019	13019	13019	13019	13019	13019	13019	13019	7453	7453	13019	13019	13019	25210	7453	7453	7453	7453	7453	13019	13019	25210	13019	13019	7453	13019	13019	13019	25210
112	6682	6682	6682	6682	14418	14418	6682	14418	14418	14418	6682	14418	14418	6682	14418	6682	12466	14418	14418	6682	3710	14418	14418	14418	14418	14418	14418	14418	14418	6682
113	8596	8596	8596	8596	8596	8596	8596	8596	1064	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	8596	1064	8596	8596	8596	8596
114	25858	11895	11895	11895	24671	11895	11895	11895	11895	11895	11895	11895	11895	11895	11895	11895	11895	11895	11895	25858	11895	11895	11895	11895	11895	11895	11895	11895	11895	11895
115	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926	23926
116	5206	20293	20797	4121	4121	27048	2161	3972	4121	5206	2161	69	27048	8114	2161	20797	20293	20293	15173	20797	455	27048	20797	20293	20797	16645	5206	5206	5206	16645
117	23516	23516	23516	23516	2398	23516	2398	23516	23516	23516	2398	23516	23516	23516	23516	23516	2398	2398	2398	5965	2398	2398	2398	2398	2398	23516	23516	23516	23516	5965
118	25282	4000	4000	25282	25282	9725	4000	4000	23814	8186	25282	4000	25282	1175	25282	8186	25282	4000	9725	9725	18042	25282	4000	9725	4000	23814	25282	25282	4000	23814
119	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452	8452
120	21994	21994	21994	21994	21025	21994	21025	21025	21025	21025	21994	21994	21994	18141	15535	21994	18141	21994	15535	15535	21025	21025	21025	21994	21994	21025	21025	21025	21994	21994
121	12911	12911	21025	3392	12911	13519	12911	12911	12911	21025	12911	21025	12911	24801	21025	12911	13519	12911	12911	21025	18291	12911	12911	21025	8463	12911	12911	12911	12911	21025
122	15650	15650	15650	15650	26118	15650	15650	15650	15650	15650	15650	26118	15650	15650	15650	15650	15650	15650	15650	15650	24687	15650	26118	15650	15650	18674	15650	15650	15650	15650
123	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	25227	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973	3973
124	18477	3710	20042	20042	3710	3710	20042	3710	3710	3710	3710	3710	3710	3710	20042	3710	3710	3710	20042	20042	20042	3710	3710	3710	3710	20042	3710	3710	3710	3710
125	3894	22233	3894	3894	3894	22233	22233	22233	22233	22233	22233	22233	22233	22233	22233	22233	22233	3894	3894	22233	22233	12217	22233	22233	22233	22233	22233	22233	22233	22233
126	1096	545	1096	545	545	1096	1096	1096	1096	1096	1096	1096	545	1096	545	1096	9859	545	545	545	1096	545	1096	1096	1096	1096	1096	1096	545	1096
127	10186	10186	14162	14162	14162	14162	14162	14162	10186	10186	14162	20364	14162	8946	14162	14162	20364	14162	14162	14162	14162	8946	10186	8946	14162	14162	10186	14162	8946	20364
128	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	15650	18326	15650	15650	15650	15650	15650	15650	15650	20825	15650	15650	20825	15650	15650	21519	15650
129	23118	23118	23118	23118	26486	26486	23118	23118	23118	23118	26486	26486	23118	23118	23118	26486	23118	23118	23118	23118	23118	23118	23118	23118	23118	23118	23118	23118	23118	23118
130	12719	19182	12719	19182	19182	19182	19182	19182	12719	12719	12719	12719	12719	17656	12719	12719	19182	19182	19182	19182	19182	19182	19182	17656	19182	19182	12719	19182	19182	19182
131	16092	16092	16092	16092	25239	16092	16092	16092	16092	16092	16092	16092	26059	15633	25239	16092	16092	16092	16092	25239	16092	16092	16092	16092	16092	16092	16092	16092	16092	16092
132	14040	14040	14040	14040	14040	14040	14040	14040	14040	14040	18915	14040	14040	14040	13291	14040	18915	14040	14040	14040	11290	18915	18915	14040	14040	14040	14040	14040	18915	18915
133	3232	20293	20293	3232	3232	3232	3232	3232	3232	3232	3232	20293	20293	20293	20293	20293	20293	12607	3232	3232	3232	20293	3232	20293	20293	20293	20293	20293	20293	20293
134	3552	12743	12743	12743	3552	3552	3552	26118	3552	4117	12743	3552	3552	12553	3552	25430	12743	4117	4117	25430	3552	3552	3552	12743	26118	3552	3552	3552	5007	12743
135	26020	26020	26020	26020	26020	26020	26020	3311	26020	26020	3311	26020	26020	3311	3311	26020	26020	26020	26020	26020	26020	26020	26020	3311	3311	3311	26020	26020	26020	26020
136	20224	20224	20224	20224	20224	20224	20224	20224	20224	20224	20224	20224	20224	20224	20224	20224	18145	20224	20224	19031	20224	20224	1252	1252	20224	20224	20224	20224	20224	20224
137	926	926	20945	926	926	926	926	926	926	926	926	926	926	15326	926	926	926	10127	24639	926	24639	926	926	20945	926	926	926	926	10127	926
138	4000	24716	3311	13673	3311	4000	24716	19913	1777	3311	3311	24716	3311	16809	13673	4000	24716	3311	3311	16809	24716	14675	25514	1777	13673	24716	25514	1777	3311	3311
139	6598	6598	6598	6598	23671	6598	6598	23671	6598	6598	6598	6598	6598	6598	6598	6598	4074	23671	23671	23671	6598	6598	23671	23671	6598	23671	6598	6598	23671	5818
140	11859	11859	11859	11859	16548	16548	24325	24325	16548	24325	24325	21427	24325	24325	24325	16548	24325	16548	16548	24325	24325	11859	21427	16548	21427	6401	16548	24325	16548	16548
141	926	926	926	926	926	926	926	926	926	926	926	926	926	20189	926	926	926	18736	926	926	18001	926	926	926	926	926	926	926	926	926
142	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384	5384
143	18994	18994	12602	16587	11851	11851	16587	12602	18994	18994	11851	20224	18994	18994	12602	12602	16914	12187	18994	12602	20224	18994	12602	16587	16587	20224	11851	12602	18994	18994
144	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048	27048
145	20357	20357	20357	20357	20357	20357	20357	20357	20357	20357	20357	20357	8048	20357	8048	20357	8048	20357	20357	8048	20357	20357	20357	20357	20357	20357	20357	20357	8048	8048
146	10802	10802	10802	10802	10802	10802	10802	27143	10802	27143	27143	15850	27143	10802	27143	10802	27143	10802	10802	10802	13540	10802	10802	10802	10802	10802	15850	27143	10802	10802
147	9708	9708	9708	9708	926	926	926	926	926	926	926	926	926	9708	926	19182	926	9708	19182	19182	926	19182	18417	926	19182	9708	926	9708	926	19182
148	20357	20357	20357	20357	20357	20357	25915	25915	25915	2649	24455	20357	20357	6596	25915	25915	20357	20357	20357	25915	20357	20357	20357	24455	20357	2649	20357	20357	25915	20357
149	25406	1295	25406	25406	25406	25406	25406	25406	25406	25406	25406	1295	1295	24687	25406	25406	13847	25406	1295	25406	13847	1295	25406	25406	25406	25406	25406	25406	25406	25406
