user_id,user_ub_train_deg,user_ui_deg,user_test_pos_count,train_bundle_count,train_connected_bundle_count,train_disconnected_bundle_count,train_connected_ratio,train_disconnected_ratio,avg_overlap_count_per_train_bundle,avg_overlap_ratio_per_train_bundle,user_test_avg_recover_count,user_test_avg_recover_ratio,user_test_recover_zero_count,user_test_recover_zero_ratio,ub_ui_balance
67,14,21,4,14,9,5,0.6428571428571429,0.3571428571428571,0.6428571428571429,0.14166666666666666,0.5,0.125,3,0.75,0.8760960879589352
68,16,20,4,16,6,10,0.375,0.625,0.375,0.10104166666666665,0.5,0.125,2,0.5,0.9305936816070189
69,15,19,4,15,10,5,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.17444444444444446,0.5,0.125,2,0.5,0.9255128526390367
70,15,31,4,15,4,11,0.26666666666666666,0.7333333333333334,0.4,0.09777777777777778,0.75,0.175,1,0.25,0.7999999999999999
71,32,73,9,32,22,10,0.6875,0.3125,1.21875,0.3057291666666667,0.7777777777777778,0.19814814814814813,4,0.4444444444444444,0.8123732996016326
72,32,13,8,32,1,31,0.03125,0.96875,0.03125,0.010416666666666666,0.0,0.0,8,1.0,1.3249077699938514
73,18,72,4,18,12,6,0.6666666666666666,0.33333333333333337,0.7222222222222222,0.19537037037037036,0.5,0.14583333333333331,2,0.5,0.6862759150983437
74,14,33,4,14,9,5,0.6428571428571429,0.3571428571428571,0.7142857142857143,0.19285714285714284,0.25,0.0625,3,0.75,0.7679447924278748
75,14,17,4,14,5,9,0.35714285714285715,0.6428571428571428,0.5,0.1392857142857143,1.0,0.3333333333333333,2,0.5,0.9369210703447151
76,39,89,11,39,28,11,0.717948717948718,0.28205128205128205,0.8205128205128205,0.19786324786324788,1.0909090909090908,0.296969696969697,2,0.18181818181818182,0.8197856630329855
77,18,25,5,18,14,4,0.7777777777777778,0.2222222222222222,0.8333333333333334,0.24722222222222223,0.6,0.14666666666666667,2,0.4,0.9037298142658737
78,22,32,6,22,8,14,0.36363636363636365,0.6363636363636364,0.5,0.13560606060606062,0.5,0.12222222222222223,4,0.6666666666666666,0.8967503032122954
79,46,109,13,46,36,10,0.782608695652174,0.21739130434782605,1.108695652173913,0.29239130434782606,0.8461538461538461,0.2358974358974359,4,0.3076923076923077,0.819096624619342
80,36,46,10,36,6,30,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.04259259259259259,0.2,0.05,8,0.8,0.9378648005703524
81,18,21,4,18,6,12,0.3333333333333333,0.6666666666666667,0.4444444444444444,0.11018518518518518,0.5,0.1125,2,0.5,0.9525715106136455
82,22,26,5,22,12,10,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.15075757575757576,0.4,0.1,3,0.6,0.9513499434000904
83,75,8,21,75,0,75,0.0,1.0,0.0,0.0,0.0,0.0,21,1.0,1.9710016831946449
84,16,33,4,16,7,9,0.4375,0.5625,0.5625,0.16145833333333331,0.25,0.08333333333333333,3,0.75,0.8034383677671774
85,14,29,4,14,7,7,0.5,0.5,0.5,0.1571428571428571,0.25,0.0625,3,0.75,0.7962049529094938
86,34,16,9,34,6,28,0.17647058823529413,0.8235294117647058,0.20588235294117646,0.0661764705882353,0.2222222222222222,0.06481481481481481,7,0.7777777777777778,1.254881870773396
87,17,13,4,17,6,11,0.35294117647058826,0.6470588235294117,0.35294117647058826,0.08137254901960783,0.5,0.13333333333333333,2,0.5,1.095228862768792
88,16,32,4,16,9,7,0.5625,0.4375,0.5625,0.1625,0.5,0.14583333333333331,2,0.5,0.8102980743642179
89,15,37,4,15,8,7,0.5333333333333333,0.4666666666666667,0.6,0.17222222222222222,0.25,0.0625,3,0.75,0.7622056497070936
90,22,30,5,22,14,8,0.6363636363636364,0.36363636363636365,0.8636363636363636,0.23409090909090907,0.8,0.20666666666666664,1,0.2,0.913076848927645
91,22,30,5,22,7,15,0.3181818181818182,0.6818181818181819,0.36363636363636365,0.0856060606060606,0.4,0.1,3,0.6,0.913076848927645
92,71,163,19,71,47,24,0.6619718309859155,0.3380281690140845,0.9295774647887324,0.26103286384976515,0.7368421052631579,0.18157894736842106,7,0.3684210526315789,0.8385839471565626
93,14,38,4,14,13,1,0.9285714285714286,0.0714285714285714,1.1428571428571428,0.3238095238095238,0.75,0.20833333333333331,1,0.25,0.7391851052822103
94,17,22,4,17,11,6,0.6470588235294118,0.3529411764705882,0.6470588235294118,0.16666666666666669,0.25,0.0625,3,0.75,0.9218233423019256
95,15,21,4,15,4,11,0.26666666666666666,0.7333333333333334,0.26666666666666666,0.07222222222222222,0.25,0.0625,3,0.75,0.8969752968703016
96,18,35,4,18,10,8,0.5555555555555556,0.4444444444444444,0.6111111111111112,0.16574074074074072,1.0,0.23333333333333334,1,0.25,0.8216613417522485
97,21,49,6,21,12,9,0.5714285714285714,0.4285714285714286,0.8095238095238095,0.22063492063492066,1.1666666666666667,0.25,2,0.3333333333333333,0.7901391298234508
98,30,63,8,30,25,5,0.8333333333333334,0.16666666666666663,1.2333333333333334,0.3538888888888889,1.375,0.3875,3,0.375,0.8256993850644793
99,14,22,4,14,7,7,0.5,0.5,0.5714285714285714,0.14404761904761904,0.75,0.22916666666666663,1,0.25,0.8636757125382628
100,15,25,4,15,6,9,0.4,0.6,0.4666666666666667,0.11222222222222221,0.0,0.0,4,1.0,0.8509842142134526
101,18,38,4,18,7,11,0.3888888888888889,0.6111111111111112,0.5,0.12037037037037039,0.0,0.0,4,1.0,0.8037094127451301
102,20,20,5,20,5,15,0.25,0.75,0.5,0.1275,0.2,0.05,4,0.8,1.0
103,21,26,5,21,5,16,0.23809523809523808,0.7619047619047619,0.42857142857142855,0.09047619047619049,1.0,0.24,2,0.4,0.9378626974051986
104,18,37,5,18,16,2,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.24074074074074073,0.8,0.20666666666666664,1,0.2,0.8094485875732266
105,17,14,4,17,2,15,0.11764705882352941,0.8823529411764706,0.11764705882352941,0.03137254901960784,0.0,0.0,4,1.0,1.0673257669742413
106,19,40,5,19,9,10,0.47368421052631576,0.5263157894736843,0.5789473684210527,0.16228070175438597,0.4,0.09,3,0.6,0.806698300112059
107,15,57,4,15,10,5,0.6666666666666666,0.33333333333333337,1.0666666666666667,0.2677777777777778,0.5,0.125,3,0.75,0.6828291186548805
108,24,92,6,24,21,3,0.875,0.125,1.2916666666666667,0.34027777777777773,0.8333333333333334,0.2111111111111111,2,0.3333333333333333,0.7101610962385915
109,23,58,6,23,12,11,0.5217391304347826,0.4782608695652174,0.6086956521739131,0.17173913043478262,0.5,0.16666666666666666,4,0.6666666666666666,0.7794051861124806
110,15,11,4,15,4,11,0.26666666666666666,0.7333333333333334,0.26666666666666666,0.07777777777777777,0.5,0.1125,2,0.5,1.1157717826045193
111,15,41,4,15,11,4,0.7333333333333333,0.2666666666666667,1.2,0.3055555555555555,1.0,0.225,1,0.25,0.7417960936614756
112,34,51,9,34,19,15,0.5588235294117647,0.4411764705882353,0.5588235294117647,0.15441176470588233,0.5555555555555556,0.14629629629629629,4,0.4444444444444444,0.8998047993774102
113,21,54,5,21,15,6,0.7142857142857143,0.2857142857142857,1.0,0.24523809523809526,0.6,0.18333333333333332,2,0.4,0.7713465066366825
114,16,52,4,16,11,5,0.6875,0.3125,0.75,0.20625000000000002,0.75,0.22916666666666663,1,0.25,0.7136032830194116
115,16,36,4,16,10,6,0.625,0.375,0.8125,0.21770833333333334,0.75,0.19583333333333333,1,0.25,0.7846241350807928
116,32,132,8,32,23,9,0.71875,0.28125,0.90625,0.25468749999999996,0.625,0.15833333333333333,4,0.5,0.7149811741023678
117,20,42,5,20,11,9,0.55,0.44999999999999996,0.6,0.14333333333333337,0.8,0.17,2,0.4,0.8094550526626301
118,28,64,7,28,19,9,0.6785714285714286,0.3214285714285714,0.9642857142857143,0.2392857142857143,0.8571428571428571,0.21666666666666665,1,0.14285714285714285,0.8066563096026927
119,16,32,4,16,9,7,0.5625,0.4375,0.625,0.15520833333333334,1.0,0.25,0,0.0,0.8102980743642179
120,22,34,5,22,9,13,0.4090909090909091,0.5909090909090908,0.4090909090909091,0.10303030303030303,0.6,0.1833333333333333,2,0.4,0.881909214428818
121,20,25,5,20,10,10,0.5,0.5,0.5,0.14916666666666667,0.6,0.12000000000000002,2,0.4,0.9344481976498601
122,35,83,10,35,19,16,0.5428571428571428,0.4571428571428572,0.7428571428571429,0.20095238095238094,0.9,0.25166666666666665,4,0.4,0.8087716331200164
123,15,43,4,15,8,7,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.13555555555555554,0.75,0.22916666666666666,1,0.25,0.7326770036545345
124,18,73,5,18,8,10,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.13333333333333333,0.8,0.2,1,0.2,0.6841065168404427
125,34,42,9,34,22,12,0.6470588235294118,0.3529411764705882,0.6470588235294118,0.17892156862745096,0.6666666666666666,0.1648148148148148,3,0.3333333333333333,0.9452695820822632
126,16,14,4,16,4,12,0.25,0.75,0.3125,0.090625,0.25,0.05,3,0.75,1.0462189153299533
127,15,26,4,15,6,9,0.4,0.6,0.6,0.13777777777777775,1.0,0.2583333333333333,1,0.25,0.8412396714286099
128,18,27,5,18,12,6,0.6666666666666666,0.33333333333333337,1.0555555555555556,0.2935185185185185,0.6,0.13,2,0.4,0.8836309326679427
129,19,15,5,19,8,11,0.42105263157894735,0.5789473684210527,0.5263157894736842,0.1394736842105263,0.6,0.13999999999999999,2,0.4,1.0804820237218407
130,18,34,4,18,9,9,0.5,0.5,0.5555555555555556,0.15462962962962964,0.5,0.16666666666666666,2,0.5,0.8281717930966652
131,36,114,9,36,31,5,0.8611111111111112,0.13888888888888884,1.1944444444444444,0.2865740740740741,1.6666666666666667,0.4018518518518518,3,0.3333333333333333,0.7610051766725269
132,27,24,7,27,10,17,0.37037037037037035,0.6296296296296297,0.37037037037037035,0.10308641975308641,0.42857142857142855,0.13095238095238093,4,0.5714285714285714,1.0352075356344768
133,18,35,5,18,17,1,0.9444444444444444,0.05555555555555558,1.3333333333333333,0.3388888888888889,1.0,0.2633333333333333,1,0.2,0.8216613417522485
134,37,79,10,37,21,16,0.5675675675675675,0.43243243243243246,0.6216216216216216,0.1671171171171171,0.6,0.16999999999999998,4,0.4,0.8301150273581351
135,14,19,4,14,9,5,0.6428571428571429,0.3571428571428571,1.0,0.2928571428571428,0.25,0.08333333333333333,3,0.75,0.9039693650225663
136,18,43,4,18,9,9,0.5,0.5,1.1666666666666667,0.3231481481481482,0.75,0.15000000000000002,2,0.5,0.7780897005728759
137,20,38,5,20,13,7,0.65,0.35,1.0,0.25666666666666665,1.4,0.38,0,0.0,0.8310280355019535
138,70,174,20,70,65,5,0.9285714285714286,0.0714285714285714,1.1142857142857143,0.30952380952380953,1.0,0.26749999999999996,1,0.05,0.8253352411045023
139,18,59,5,18,12,6,0.6666666666666666,0.33333333333333337,1.1111111111111112,0.25833333333333336,0.8,0.17,2,0.4,0.7191478231544884
140,14,33,4,14,7,7,0.5,0.5,0.5,0.1261904761904762,0.5,0.125,2,0.5,0.7679447924278748
141,14,14,4,14,2,12,0.14285714285714285,0.8571428571428572,0.14285714285714285,0.028571428571428574,0.75,0.175,1,0.25,1.0
142,17,22,4,17,5,12,0.29411764705882354,0.7058823529411764,0.29411764705882354,0.07254901960784313,0.5,0.16666666666666666,2,0.5,0.9218233423019256
143,20,40,5,20,9,11,0.45,0.55,0.8,0.22916666666666669,0.2,0.06666666666666667,4,0.8,0.819836637888477
144,14,13,4,14,4,10,0.2857142857142857,0.7142857142857143,0.35714285714285715,0.09999999999999999,0.0,0.0,4,1.0,1.0261429983777617
145,17,40,4,17,16,1,0.9411764705882353,0.05882352941176472,1.4705882352941178,0.38823529411764707,1.25,0.35,1,0.25,0.778326556204762
146,29,39,8,29,7,22,0.2413793103448276,0.7586206896551724,0.3448275862068966,0.10574712643678161,0.375,0.11458333333333331,5,0.625,0.9220136965628004
147,21,42,5,21,9,12,0.42857142857142855,0.5714285714285714,0.5238095238095238,0.1484126984126984,0.4,0.10666666666666666,3,0.6,0.8218234495051137
148,22,35,6,22,8,14,0.36363636363636365,0.6363636363636364,0.4090909090909091,0.10909090909090911,0.6666666666666666,0.18055555555555555,3,0.5,0.8749763207000147
149,26,31,7,26,11,15,0.4230769230769231,0.5769230769230769,0.5384615384615384,0.13974358974358975,0.8571428571428571,0.17857142857142858,3,0.42857142857142855,0.9509775004326937
150,20,30,5,20,7,13,0.35,0.65,0.35,0.09999999999999999,0.6,0.15666666666666665,2,0.4,0.8865852597665357
151,15,17,4,15,6,9,0.4,0.6,0.4,0.12444444444444443,0.75,0.21666666666666667,1,0.25,0.9592498662725258
152,25,33,7,25,12,13,0.48,0.52,0.6,0.14066666666666666,0.7142857142857143,0.1880952380952381,3,0.42857142857142855,0.9239261032098017
153,39,77,11,39,22,17,0.5641025641025641,0.4358974358974359,0.5897435897435898,0.15854700854700857,0.8181818181818182,0.22272727272727275,3,0.2727272727272727,0.8467124154626832
154,16,63,4,16,10,6,0.625,0.375,0.625,0.184375,0.75,0.1875,2,0.5,0.6812438068750567
155,21,44,6,21,10,11,0.47619047619047616,0.5238095238095238,0.47619047619047616,0.12380952380952381,0.3333333333333333,0.08333333333333333,4,0.6666666666666666,0.8120085407269239
156,20,24,5,20,12,8,0.6,0.4,0.65,0.185,0.8,0.25,2,0.4,0.9458340748040764
157,18,47,5,18,7,11,0.3888888888888889,0.6111111111111112,0.5555555555555556,0.12870370370370368,0.4,0.11666666666666665,3,0.6,0.7606009015987256
158,18,33,4,18,4,14,0.2222222222222222,0.7777777777777778,0.2777777777777778,0.06944444444444445,0.5,0.13333333333333333,2,0.5,0.8349795656491865
159,22,43,6,22,15,7,0.6818181818181818,0.31818181818181823,0.7727272727272727,0.19393939393939397,0.8333333333333334,0.19722222222222222,2,0.3333333333333333,0.8285774549523743
160,21,8,6,21,2,19,0.09523809523809523,0.9047619047619048,0.09523809523809523,0.027777777777777773,0.0,0.0,6,1.0,1.4067940461077977
161,16,12,4,16,3,13,0.1875,0.8125,0.1875,0.04895833333333333,0.5,0.125,2,0.5,1.1045884145097404
162,15,35,4,15,10,5,0.6666666666666666,0.33333333333333337,0.8,0.24000000000000005,0.5,0.13333333333333333,2,0.5,0.7737056144690831
163,19,62,5,19,12,7,0.631578947368421,0.368421052631579,0.8947368421052632,0.23596491228070177,0.8,0.18,2,0.4,0.7230593430793709
164,18,34,4,18,12,6,0.6666666666666666,0.33333333333333337,0.8888888888888888,0.21851851851851853,1.0,0.2375,1,0.25,0.8281717930966652
165,25,64,7,25,8,17,0.32,0.6799999999999999,0.44,0.13333333333333333,0.42857142857142855,0.12380952380952381,4,0.5714285714285714,0.7804969513772346
166,17,33,4,17,15,2,0.8823529411764706,0.11764705882352944,1.0588235294117647,0.25686274509803925,0.75,0.18333333333333335,2,0.5,0.819647264571956
167,14,18,4,14,7,7,0.5,0.5,0.5,0.1357142857142857,0.5,0.14583333333333331,2,0.5,0.9197168697545395
168,21,29,5,21,14,7,0.6666666666666666,0.33333333333333337,0.7142857142857143,0.18412698412698417,1.0,0.2633333333333333,0,0.0,0.9088100767170803
169,17,19,4,17,5,12,0.29411764705882354,0.7058823529411764,0.35294117647058826,0.09411764705882353,0.0,0.0,4,1.0,0.9648297958439285
170,27,40,7,27,13,14,0.48148148148148145,0.5185185185185186,0.5185185185185185,0.15246913580246912,0.42857142857142855,0.14285714285714285,4,0.5714285714285714,0.8973043878834545
171,22,23,6,22,10,12,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.11969696969696969,0.3333333333333333,0.08888888888888889,4,0.6666666666666666,0.986608277678501
172,21,24,6,21,11,10,0.5238095238095238,0.47619047619047616,0.5238095238095238,0.12936507936507938,0.3333333333333333,0.08888888888888889,4,0.6666666666666666,0.9602863302391856
173,16,68,4,16,5,11,0.3125,0.6875,0.375,0.09895833333333333,0.25,0.08333333333333333,3,0.75,0.6691407835348502
174,43,49,11,43,14,29,0.32558139534883723,0.6744186046511628,0.3953488372093023,0.10348837209302328,0.45454545454545453,0.1212121212121212,6,0.5454545454545454,0.9673229499590087
175,14,30,4,14,12,2,0.8571428571428571,0.1428571428571429,1.2857142857142858,0.3380952380952381,1.0,0.29166666666666663,1,0.25,0.7886022980997756
176,25,65,6,25,15,10,0.6,0.4,0.8,0.2046666666666667,1.1666666666666667,0.27499999999999997,1,0.16666666666666666,0.7776527515118411
177,18,25,5,18,6,12,0.3333333333333333,0.6666666666666667,0.3888888888888889,0.09537037037037038,1.0,0.27999999999999997,3,0.6,0.9037298142658737
178,29,24,7,29,12,17,0.41379310344827586,0.5862068965517242,0.4482758620689655,0.11666666666666668,0.2857142857142857,0.0642857142857143,5,0.7142857142857143,1.0566413762796893
179,15,37,4,15,9,6,0.6,0.4,0.6,0.1888888888888889,0.75,0.18333333333333335,2,0.5,0.7622056497070936
180,21,28,6,21,14,7,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.1888888888888889,0.3333333333333333,0.08888888888888889,4,0.6666666666666666,0.9179598732703959
181,37,19,10,37,8,29,0.21621621621621623,0.7837837837837838,0.24324324324324326,0.06711711711711713,0.2,0.06666666666666667,8,0.8,1.2142560908525148
182,14,51,4,14,9,5,0.6428571428571429,0.3571428571428571,1.2142857142857142,0.3178571428571429,0.25,0.0625,3,0.75,0.6853665311423645
183,18,33,4,18,11,7,0.6111111111111112,0.38888888888888884,0.7222222222222222,0.20000000000000004,0.75,0.21666666666666667,1,0.25,0.8349795656491865
184,22,25,5,22,7,15,0.3181818181818182,0.6818181818181819,0.4090909090909091,0.11666666666666668,0.6,0.14666666666666667,3,0.6,0.9623699541552614
