user_id,user_ub_train_deg,user_ui_deg,user_test_pos_count,train_bundle_count,train_connected_bundle_count,train_disconnected_bundle_count,train_connected_ratio,train_disconnected_ratio,avg_overlap_count_per_train_bundle,avg_overlap_ratio_per_train_bundle,user_test_avg_recover_count,user_test_avg_recover_ratio,user_test_recover_zero_count,user_test_recover_zero_ratio,ub_ui_balance
32,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
33,3,3,1,3,0,3,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0
34,0,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
35,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
36,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
37,22,35,6,22,11,11,0.5,0.5,0.7272727272727273,0.011346841875357404,1.3333333333333333,0.020278847525317358,3,0.5,0.8749763207000147
38,0,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
39,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
40,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
41,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
42,0,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
43,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
44,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
45,0,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
46,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
47,26,39,8,26,11,15,0.4230769230769231,0.5769230769230769,0.6538461538461539,0.01011907967832618,0.375,0.006196764946764947,5,0.625,0.8934520379430465
48,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
49,7,2,1,7,3,4,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.006106141920095408,1.0,0.014285714285714285,0,0.0,1.892789260714372
50,0,36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
51,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
52,0,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
53,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
54,4,3,1,4,1,3,0.25,0.75,0.25,0.008620689655172414,1.0,0.007142857142857143,0,0.0,1.160964047443681
55,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
56,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
57,0,36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
58,2,6,1,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5645750340535797
59,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
60,3,20,1,3,2,1,0.6666666666666666,0.33333333333333337,1.6666666666666667,0.08354011579818033,2.0,0.037037037037037035,0,0.0,0.455340497393906
61,0,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
62,1,20,1,1,1,0,1.0,0.0,5.0,0.03787878787878788,2.0,0.014285714285714285,0,0.0,0.227670248696953
63,0,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
64,9,39,2,9,3,6,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.005852261388015766,1.0,0.0196078431372549,1,0.5,0.6241963505817849
65,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
66,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
67,2,36,1,2,1,1,0.5,0.5,0.5,0.008333333333333333,1.0,0.03225806451612903,0,0.0,0.30424737289682985
68,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
69,0,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
70,7,37,2,7,3,4,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.005606788169813379,0.0,0.0,2,1.0,0.5716542372803202
71,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
72,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
73,1,38,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.18920035951687003
74,0,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
75,7,33,1,7,3,4,0.42857142857142855,0.5714285714285714,1.1428571428571428,0.018096982382696667,1.0,0.007462686567164179,0,0.0,0.5896848966984678
76,1,8,1,1,0,1,0.0,1.0,0.0,0.0,2.0,0.013333333333333334,0,0.0,0.3154648767857287
77,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
78,1,35,1,1,1,0,1.0,0.0,4.0,0.02702702702702703,4.0,0.02666666666666667,0,0.0,0.1934264036172708
79,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
80,38,35,10,38,26,12,0.6842105263157895,0.3157894736842105,1.605263157894737,0.03005142053403333,0.6,0.00504573695635901,7,0.7,1.0223363428652679
81,0,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
82,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
83,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
84,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
85,0,36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
86,8,1,2,8,0,8,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,3.1699250014423126
87,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
88,6,16,1,6,3,3,0.5,0.5,0.5,0.020982905982905985,0.0,0.0,1,1.0,0.686820903599663
89,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
90,0,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
91,0,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
92,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
93,7,2,2,7,4,3,0.5714285714285714,0.4285714285714286,0.5714285714285714,0.006771444209867855,0.5,0.003355704697986577,1,0.5,1.892789260714372
94,11,19,3,11,10,1,0.9090909090909091,0.09090909090909094,2.727272727272727,0.040165819757635765,2.3333333333333335,0.06249014972419228,0,0.0,0.829482217661603
95,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
96,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
97,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
98,6,2,1,6,0,6,0.0,1.0,0.0,0.0,1.0,0.012987012987012988,0,0.0,1.7712437491614221
99,4,33,1,4,4,0,1.0,0.0,2.75,0.0412152209492635,1.0,0.006666666666666667,0,0.0,0.4564019762583081
100,0,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
101,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
102,15,9,4,15,8,7,0.5333333333333333,0.4666666666666667,0.6,0.009074704462115788,0.25,0.008064516129032258,3,0.75,1.2041199826559246
103,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
104,0,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
105,0,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
106,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
107,0,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
108,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
109,59,34,17,59,16,43,0.2711864406779661,0.728813559322034,0.4067796610169492,0.008590203964306355,1.2352941176470589,0.022560059674493683,6,0.35294117647058826,1.1516016129534417
110,9,39,2,9,9,0,1.0,0.0,3.4444444444444446,0.05292977676710059,7.0,0.10625175217269414,0,0.0,0.6241963505817849
111,11,6,3,11,0,11,0.0,1.0,0.0,0.0,0.3333333333333333,0.007751937984496124,2,0.6666666666666666,1.276989408269624
112,36,37,10,36,30,6,0.8333333333333334,0.16666666666666663,2.6944444444444446,0.060457235656673,3.4,0.05039828633366683,2,0.2,0.9926686967920048
113,0,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
114,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
115,0,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
116,43,38,12,43,16,27,0.37209302325581395,0.627906976744186,0.4883720930232558,0.008504410669527573,0.25,0.003137025263510122,10,0.8333333333333334,1.0329264250039443
117,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
118,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
119,0,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
120,6,23,1,6,5,1,0.8333333333333334,0.16666666666666663,1.3333333333333333,0.01714864689645956,6.0,0.08108108108108109,0,0.0,0.6122961576274708
121,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
122,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
123,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
124,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
125,0,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
126,0,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
127,7,33,2,7,3,4,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.01965033356337704,1.0,0.060897435897435896,0,0.0,0.5896848966984678
128,0,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
129,2,2,1,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0
130,0,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
131,0,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
132,20,25,6,20,9,11,0.45,0.55,1.3,0.019643271341522297,1.1666666666666667,0.07886904761904762,4,0.6666666666666666,0.9344481976498601
133,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
134,2,10,1,2,1,1,0.5,0.5,0.5,0.00423728813559322,0.0,0.0,1,1.0,0.45815690999132624
135,32,38,9,32,20,12,0.625,0.375,1.9375,0.023377214031523885,0.8888888888888888,0.009455069735088537,4,0.4444444444444444,0.9544011809274044
136,10,32,2,10,7,3,0.7,0.30000000000000004,2.2,0.025414945753718565,1.0,0.06818181818181818,0,0.0,0.6857972507265686
137,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
138,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
139,5,10,1,5,3,2,0.6,0.4,1.4,0.01221478115283425,0.0,0.0,1,1.0,0.7472217363092141
140,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
141,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
142,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
143,0,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
144,7,36,2,7,5,2,0.7142857142857143,0.2857142857142857,1.0,0.009362934362934363,3.5,0.05275727312201476,0,0.0,0.5758761600196804
145,17,6,4,17,2,15,0.11764705882352941,0.8823529411764706,0.11764705882352941,0.0028104575163398694,0.0,0.0,4,1.0,1.4853572552151815
146,4,39,1,4,3,1,0.75,0.25,3.0,0.02496709736997099,6.0,0.04285714285714286,0,0.0,0.43629452587267725
147,8,39,2,8,6,2,0.75,0.25,1.25,0.01921033186475324,1.5,0.018506493506493506,0,0.0,0.595634691962031
148,2,15,1,2,2,0,1.0,0.0,4.5,0.038072289156626506,9.0,0.11688311688311688,0,0.0,0.3962406251802891
149,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
150,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
151,0,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
152,38,17,10,38,13,25,0.34210526315789475,0.6578947368421053,0.39473684210526316,0.006870301138633857,0.4,0.005904452690166975,7,0.7,1.2675053429100307
153,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
154,0,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
155,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
156,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
157,12,38,4,12,4,8,0.3333333333333333,0.6666666666666667,0.5833333333333334,0.010460770149219997,1.25,0.037980769230769235,2,0.5,0.7001245250427999
158,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
159,5,10,1,5,1,4,0.2,0.8,0.2,0.004081632653061224,0.0,0.0,1,1.0,0.7472217363092141
160,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
161,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
162,0,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
163,5,1,1,5,1,4,0.2,0.8,0.2,0.008695652173913044,0.0,0.0,1,1.0,2.584962500721156
164,7,37,1,7,5,2,0.7142857142857143,0.2857142857142857,2.0,0.01550995300653232,2.0,0.045454545454545456,0,0.0,0.5716542372803202
165,0,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
166,0,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
167,10,20,3,10,6,4,0.6,0.4,1.0,0.025512113617376774,2.3333333333333335,0.028705096073517126,0,0.0,0.7876096569652562
168,8,38,2,8,3,5,0.375,0.625,0.625,0.007945039195039196,0.5,0.0033333333333333335,1,0.5,0.5997509499144004
169,18,38,5,18,5,13,0.2777777777777778,0.7222222222222222,0.6111111111111112,0.011668154725768265,0.2,0.0013333333333333335,4,0.8,0.8037094127451301
170,0,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
171,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
172,0,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
173,14,38,4,14,9,5,0.6428571428571429,0.3571428571428571,2.642857142857143,0.03925726758709952,1.75,0.017487281976744186,2,0.5,0.7391851052822103
174,8,39,2,8,5,3,0.625,0.375,1.625,0.02077161504410538,2.5,0.04310344827586207,1,0.5,0.595634691962031
175,1,3,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5
176,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
177,1,37,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.1905514124267734
178,10,39,3,10,2,8,0.2,0.8,0.4,0.005240274599542334,0.6666666666666666,0.00749063670411985,2,0.6666666666666666,0.6500335135983297
179,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
180,0,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
181,2,34,1,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3090027388789262
182,0,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
183,0,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
184,0,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
185,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
186,0,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
187,20,39,6,20,7,13,0.35,0.65,0.4,0.007434325822675822,1.0,0.02826100071611798,1,0.16666666666666666,0.8253244584417337
188,4,32,1,4,0,4,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.460298707822351
189,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
190,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
191,7,9,1,7,1,6,0.14285714285714285,0.8571428571428572,0.2857142857142857,0.0021321961620469083,0.0,0.0,1,1.0,0.9030899869919434
192,19,19,6,19,11,8,0.5789473684210527,0.42105263157894735,1.1578947368421053,0.010629943170779591,0.8333333333333334,0.023534798534798534,3,0.5,1.0
193,0,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
194,6,8,1,6,0,6,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.8856218745807111
195,2,16,1,2,2,0,1.0,0.0,4.5,0.052380952380952375,2.0,0.0625,0,0.0,0.3877619350384901
196,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
197,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
198,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
199,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
200,6,17,1,6,3,3,0.5,0.5,0.8333333333333334,0.008169850283944242,0.0,0.0,1,1.0,0.6732387083908185
201,3,1,1,3,1,2,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.006410256410256411,1.0,0.010638297872340425,0,0.0,2.0
202,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
203,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
204,0,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
205,18,35,5,18,16,2,0.8888888888888888,0.11111111111111116,2.1666666666666665,0.0293480058804289,1.0,0.032444603875673536,1,0.2,0.8216613417522485
206,0,37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
207,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
208,5,37,1,5,3,2,0.6,0.4,1.2,0.030773536895674296,2.0,0.028985507246376812,0,0.0,0.49256825558266054
209,0,37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
210,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
211,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
212,15,27,4,15,8,7,0.5333333333333333,0.4666666666666667,1.0,0.022706700671501687,2.75,0.023296791016976213,0,0.0,0.8320583907060378
213,12,39,4,12,4,8,0.3333333333333333,0.6666666666666667,0.5,0.006839206194044903,0.25,0.002840909090909091,3,0.75,0.695319375264767
214,0,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
215,7,17,1,7,0,7,0.0,1.0,0.0,0.0,2.0,0.029850746268656716,0,0.0,0.7194373997043944
216,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
217,0,37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
218,12,32,3,12,4,8,0.3333333333333333,0.6666666666666667,0.5,0.014583469954313942,0.6666666666666666,0.057539682539682536,1,0.3333333333333333,0.7335746633951977
219,31,29,8,31,17,14,0.5483870967741935,0.4516129032258065,1.0,0.012356425851171905,0.625,0.00824558042464618,4,0.5,1.018975235452531
220,7,6,2,7,1,6,0.14285714285714285,0.8571428571428572,0.2857142857142857,0.001904761904761905,1.5,0.04838709677419355,1,0.5,1.0686215613240664
221,2,30,1,2,2,0,1.0,0.0,2.0,0.03134920634920635,1.0,0.045454545454545456,0,0.0,0.3199232330374462
222,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
223,2,19,1,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.36672579134208466
224,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
225,0,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
226,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
227,0,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
228,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
229,0,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
230,11,32,3,11,9,2,0.8181818181818182,0.18181818181818177,2.727272727272727,0.06310566211418694,3.0,0.05170132677400119,0,0.0,0.7106824756145526
231,1,29,1,1,1,0,1.0,0.0,4.0,0.1,1.0,0.013888888888888888,0,0.0,0.20379504709050617
232,4,37,1,4,3,1,0.75,0.25,1.5,0.013434065934065934,0.0,0.0,1,1.0,0.44244667803419396
233,0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
234,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
235,0,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
236,44,21,12,44,7,37,0.1590909090909091,0.8409090909090909,0.20454545454545456,0.004149742995688778,0.5833333333333334,0.01655328296953913,6,0.5,1.2315141403620988
237,24,38,7,24,6,18,0.25,0.75,0.2916666666666667,0.008235184055583144,0.8571428571428571,0.013934504948468648,3,0.42857142857142855,0.8786192606500202
238,40,37,11,40,23,17,0.575,0.42500000000000004,0.9,0.016999010983696636,1.1818181818181819,0.012966398680684395,6,0.5454545454545454,1.0208891016298671
239,70,37,20,70,47,23,0.6714285714285714,0.3285714285714286,1.5714285714285714,0.029790512241614595,2.25,0.03174064881476349,5,0.25,1.1718429996890984
240,4,18,1,4,2,2,0.5,0.5,0.5,0.008054287163876205,1.0,0.022727272727272728,0,0.0,0.5466025697329024
241,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
242,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
243,0,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
244,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
245,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
